Name,Hospital Type,Address,Address_2,City,State,Zipcode,County,Latitude,Longitude,Staffed All Beds,Staffed ICU Beds,Licensed All Beds,All Bed Occupancy Rate,ICU Bed Occupancy Rate,Staffed All Beds - SOURCE,Staffed ICU Beds - SOURCE,Licensed All Beds - SOURCE,All Bed Occupancy Rate - SOURCE,ICU Bed Occupancy Rate - SOURCE,CCM_ID,DH-ID,HCRIS-ID,HIFLD-ID
SOUTHERN REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,11 UPPER RIVERDALE ROAD SW,,RIVERDALE,GA,30274,CLAYTON,33.57901979100006,-84.38995141699996,244.0,34.0,331.0,0.53,0.66,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13230274,892,110165,13230274
FLORIDA HOSPITAL TAMPA,GENERAL ACUTE CARE,3100 E FLETCHER AVE,NaN,TAMPA,FL,33613,HILLSBOROUGH,28.071095969000048,-82.42406117699994,536.0,37.0,536.0,0.7126865671641791,0.6756756756756757,FL AHCA 2020-05-07,FL AHCA 2020-05-07,DH-NUM_LICENS,FL AHCA 2020-05-07,FL AHCA 2020-05-07,13233613,749,100173,13233613
MERCY HOSPITAL KINGFISHER,CRITICAL ACCESS,1000 KINGFISHER REGIONAL HOSPITAL DRIVE,,KINGFISHER,OK,73750,KINGFISHER,35.81023942600006,-97.94491270199995,25.0,,25.0,0.21,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,132373750,3063,371313,132373750
CLINTON MEMORIAL HOSPITAL,GENERAL ACUTE CARE,610 WEST MAIN STREET,,WILMINGTON,OH,45177,CLINTON,39.443851317000046,-83.840020957,75.0,6.0,165.0,0.38,0.66,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13245177,2890,360175,13245177
BLUEFIELD REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,500 CHERRY ST,,BLUEFIELD,WV,24701,MERCER,37.255732319000046,-81.23550747199994,57.0,17.0,92.0,0.51,0.47,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1324701,4096,510071,1324701
SEILING MUNICIPAL HOSPITAL,CRITICAL ACCESS,HIGHWAY 60 & 281,PO Box 720,SEILING,OK,73663,DEWEY,36.15479607300006,-98.92307342799994,18.0,,18.0,0.24,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,132473663,3048,371332,132473663
DECKERVILLE COMMUNITY HOSPITAL,GENERAL ACUTE CARE,3559 PINE ST,,DECKERVILLE,MI,48427,SANILAC,43.52811921000005,-82.73424915199998,15.0,,15.0,0.06,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,13248427,1944,231311,13248427
MERCY MEDICAL CENTER-CENTERVILLE,CRITICAL ACCESS,ONE ST. JOSEPH DRIVE,,CENTERVILLE,IA,52544,APPANOOSE,40.75562352900003,-92.85690045899996,25.0,3.0,45.0,0.15,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13252544,1313,161377,13252544
AURORA LAKELAND MED CTR,GENERAL ACUTE CARE,W3985 CTY RD NN,,ELKHORN,WI,53121,WALWORTH,42.661895027000064,-88.49619199299997,54.0,12.0,109.0,0.46,0.52,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13253121,4226,520102,13253121
ESSENTIA HEALTH ADA,CRITICAL ACCESS,201 9TH STREET WEST,,ADA,MN,56510,NORMAN,47.29758729600007,-96.53129244799999,14.0,,14.0,0.04,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,13256510,2041,241313,13256510
SELECT SPECIALTY HOSPITAL - TULSA/MIDTOWN,LONG TERM CARE,"1125 SOUTH TRENTON, 2ND & 3RD FLOOR",3rd Floor,TULSA,OK,74120,TULSA,36.14698819200003,-95.96938591699995,56.0,,56.0,0.4611057,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,132574120,5291,,132574120
CHRISTIAN HOSPITAL NORTHWEST,GENERAL ACUTE CARE,11133 DUNN RD,,FLORISSANT,MO,63031,ST. LOUIS,38.77998254400006,-90.33657814899999,,,3.0,,,None,None,HIFLD-BEDS,None,None,13263031,,,13263031
ST FRANCIS HEALTH CENTER INC,GENERAL ACUTE CARE,1700 SW 7TH STREET,,TOPEKA,KS,66606,SHAWNEE,39.056599140000046,-95.69621784599995,228.0,16.0,378.0,0.33,0.72,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13266606,1515,170016,13266606
ASANTE ROGUE REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,2825 E BARNETT ROAD,,MEDFORD,OR,97504,JACKSON,42.318067,-122.830801,301.0,31.0,378.0,0.68,0.81,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,132697504,3152,380018,132697504
OCHSNER MEDICAL CENTER-NORTH SHORE,GENERAL ACUTE CARE,100 MEDICAL CENTER DR,,SLIDELL,LA,70461,ST. TAMMANY,30.287185687000022,-89.74265677999995,150.0,20.0,168.0,0.33,0.45,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13270461,1696,190204,13270461
WEATHERFORD REGIONAL HOSPITAL,CRITICAL ACCESS,3701 EAST MAIN STREET,,WEATHERFORD,OK,73096,CUSTER,35.539276865000026,-98.66230163299996,25.0,,25.0,0.24,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,13273096,3045,371323,13273096
NORTH CYPRESS MEDICAL CENTER,GENERAL ACUTE CARE,21214 NORTHWEST FREEWAY,,CYPRESS,TX,75246,HARRIS,29.925674850000057,-95.631762225,139.0,20.0,139.0,0.7040629791248968,0.7922131147540984,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HIFLD-BEDS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13275246,,670024,13275246
NORTH CAROLINA SPECIALTY HOSPITAL,GENERAL ACUTE CARE,3916 BEN FRANKLIN BOULEVARD,,DURHAM,NC,27704,DURHAM,36.043036072000056,-78.89699466899998,18.0,,18.0,0.47,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,1327704,2773,340049,1327704
ST CHARLES - MADRAS,GENERAL ACUTE CARE,470 NE A STREET,,MADRAS,OR,97741,JEFFERSON,44.637873733000056,-121.12072541699995,25.0,,25.0,0.31,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,132897741,3154,381324,132897741
FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,GENERAL ACUTE CARE,250 SOUTH GRAND AVENUE,,GLENDORA,CA,91741,LOS ANGELES,34.13265457600005,-117.87125971599994,105.0,18.0,105.0,0.63,0.64,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13291741,386,050597,13291741
MCLEOD LORIS,GENERAL ACUTE CARE,3655 MITCHELL ST,,LORIS,SC,29569,HORRY,34.057470700000074,-78.89889313699997,155.0,16.0,155.0,0.42,0.93,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1329569,3387,420105,1329569
ASANTE THREE RIVERS MEDICAL CENTER,GENERAL ACUTE CARE,500 SW RAMSEY AVENUE,,GRANTS PASS,OR,97527,JOSEPHINE,42.42137788400004,-123.34284117099995,121.0,12.0,125.0,0.59,0.69,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,132997527,3155,380002,132997527
FOX ARMY HEALTH CENTER: LAMBERT RHONDA W,MILITARY,4100 GOSS RD SW,,HUNTSVILLE,AL,35890,MADISON,34.69621420200008,-86.66023088699995,,,,,,None,None,,None,None,133,,,133
"WALDEN BEHAVIORAL CARE, LLC",PSYCHIATRIC,9 HOPE AVENUE,Suite 500,WALTHAM,MA,2453,MIDDLESEX,42.369626,-71.249339,24.0,,45.0,0.9348174,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,13302453,4395,,13302453
CANDLER COUNTY HOSPITAL,CRITICAL ACCESS,400 CEDAR ROAD,,METTER,GA,30439,CANDLER,32.407132525000065,-82.065524209,25.0,6.0,25.0,0.31,0.05,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1330439,881,111334,1330439
SELECT SPECIALTY HOSPITAL - NORTHEAST NEW JERSEY,LONG TERM CARE,96 PARKWAY,,ROCHELLE PARK,NJ,7662,BERGEN,40.89854353700007,-74.07419285499998,62.0,0.0,62.0,0.5019001325673884,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13307662,4982,312019,13307662
OHSU TRANSPLANT HOSPITAL,SPECIAL,3181 SW SAM JACKSON PARK ROAD,,PORTLAND,OR,97239,MULTNOMAH,45.49883469300004,-122.68589473099995,,,,,,None,None,,None,None,133097239,,,133097239
GLENS FALLS HOSPITAL,GENERAL ACUTE CARE,100 PARK ST,,GLENS FALLS,NY,12801,WARREN,43.306629385000065,-73.64631274399994,361.0,24.0,391.0,0.38,0.35,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13312801,2725,330191,13312801
SUBURBAN COMMUNITY HOSPITAL,GENERAL ACUTE CARE,2701 DEKALB PIKE,,NORRISTOWN,PA,19401,MONTGOMERY,40.13983992800007,-75.31590224899996,111.0,12.0,126.0,0.23,0.25,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13319401,3301,390116,13319401
BAPTIST HOSPITAL OF MIAMI,GENERAL ACUTE CARE,8900 N KENDALL DR,NaN,MIAMI,FL,33176,MIAMI-DADE,25.684430047000042,-80.33880186199998,767.0,88.0,728.0,0.5749674054758801,0.4772727272727273,FL AHCA 2020-05-07,FL AHCA 2020-05-07,DH-NUM_LICENS,FL AHCA 2020-05-07,FL AHCA 2020-05-07,1333176,781,100008,1333176
FLORIDA HOSPITAL WATERMAN,GENERAL ACUTE CARE,1000 WATERMAN WAY,NaN,TAVARES,FL,32778,LAKE,28.823672641000037,-81.71179371399995,304.0,40.0,303.0,0.5032894736842105,0.575,FL AHCA 2020-05-07,FL AHCA 2020-05-07,DH-NUM_LICENS,FL AHCA 2020-05-07,FL AHCA 2020-05-07,13332778,763,100057,13332778
VA MEDICAL CENTER - ALVIN C. YORK CAMPUS,MILITARY,3400 LEBANON PIKE,,MURFREESBORO,TN,37129,RUTHERFORD,35.91430779500008,-86.38061450099997,347.0,,347.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,13337129,5666,,13337129
BAPTIST MEMORIAL HOSPITAL FOR WOMEN,WOMEN,6225 HUMPHREYS BOULEVARD,,MEMPHIS,TN,38120,SHELBY,35.127875017000065,-89.85529466999996,140.0,,140.0,0.527006,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,13338120,6295,,13338120
KAISER FOUNDATION HOSPITAL - WESTSIDE,GENERAL ACUTE CARE,2875 NW STUCKI AVE,,HILLSBORO,OR,97124,WASHINGTON,45.53925427100006,-122.87700174999996,122.0,20.0,122.0,0.44,0.38,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,133397124,5977,380103,133397124
H B MAGRUDER MEMORIAL HOSPITAL,CRITICAL ACCESS,615 FULTON ST,,PORT CLINTON,OH,43452,OTTAWA,41.50587467000001,-82.93300304499998,25.0,4.0,25.0,0.12,0.02,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13343452,2984,361314,13343452
SELECT SPECIALTY HOSPITAL-EVANSVILLE,LONG TERM CARE,400 SE 4TH ST,,EVANSVILLE,IN,47713,VANDERBURGH,37.96798880100004,-87.56729117199995,60.0,0.0,60.0,0.7105479452054795,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13347713,5460,152014,13347713
MCKENZIE MEMORIAL HOSPITAL,CRITICAL ACCESS,120 DELAWARE STREET,,SANDUSKY,MI,48471,SANILAC,43.423482327000045,-82.83213344499995,25.0,,25.0,0.1,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,13348471,1943,231314,13348471
VA MEDICAL CENTER - BIRMINGHAM,MILITARY,700 S 19TH ST S,,BIRMINGHAM,AL,35233,JEFFERSON,33.50444826100005,-86.80134612099995,129.0,,313.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,1335233,66,,1335233
INDIANHEAD MED CTR,GENERAL ACUTE CARE,113 4TH AVE,,SHELL LAKE,WI,54871,WASHBURN,45.74189516300003,-91.92497174299996,25.0,,25.0,0.16,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,13354871,4227,521342,13354871
MADISON HOSPITAL,CRITICAL ACCESS,820 2ND AVENUE,,MADISON,MN,56256,LAC QUI PARLE,45.018125144000074,-96.18792649099998,,,12.0,,,None,None,HIFLD-BEDS,None,None,13356256,,,13356256
ADVENTIST BOLINGBROOK HOSPITAL,GENERAL ACUTE CARE,500 REMINGTON BOULEVARD,,BOLINGBROOK,IL,60440,WILL,41.68086496000005,-88.08465144099996,110.0,12.0,138.0,0.56,0.54,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13360440,1187,140304,13360440
RANKEN JORDAN A PEDIATRIC REHABILITATION CENTER,REHABILITATION,11365 DORSETT ROAD,,MARYLAND HEIGHTS,MO,63043,ST. LOUIS,38.709957914000036,-90.41544850899997,60.0,,60.0,0.6147488,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,13363043,5575,,13363043
ANDALUSIA REGIONAL HOSPITAL,GENERAL ACUTE CARE,849 SOUTH THREE NOTCH STREET,,ANDALUSIA,AL,36420,COVINGTON,31.295795325000014,-86.49454911199997,83.0,8.0,88.0,0.35,0.72,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1336420,36,010036,1336420
ST ANTHONY HOSPITAL,GENERAL ACUTE CARE,2801 ST ANTHONY WAY,,PENDLETON,OR,97801,UMATILLA,45.64930563800005,-118.81123703699993,220.0,76.0,237.0,0.7,0.56,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,133697801,607,060015,133697801
OCHSNER MEDICAL CENTER-WEST BANK,GENERAL ACUTE CARE,120 OSCHNER BLVD,,GRETNA,LA,70056,JEFFERSON,29.88431260700003,-90.02760604199993,,,180.0,,,None,None,HIFLD-BEDS,None,None,13370056,,,13370056
BROOKHAVEN HOSPITAL,PSYCHIATRIC,201 SOUTH GARNETT ROAD,,TULSA,OK,74128,TULSA,36.15820500500005,-95.84983186899996,64.0,0.0,64.0,0.7693065068493151,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13374128,5422,374012,13374128
CLAIBORNE COUNTY HOSPITAL,GENERAL ACUTE CARE,1850 OLD KNOXVILLE ROAD,,TAZEWELL,TN,37879,CLAIBORNE,36.452833885000075,-83.57227571799997,33.0,5.0,85.0,0.3,0.58,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1337879,3467,440057,1337879
CRANE MEMORIAL HOSPITAL,CRITICAL ACCESS,1310 SOUTH ALFORD STREET,,CRANE,TX,79322,CRANE,31.389552852000055,-102.34990560299995,25.0,,25.0,0.07,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,13379322,4976,451353,13379322
MAGNOLIA REGIONAL HEALTH CENTER,GENERAL ACUTE CARE,611 ALCORN DRIVE,,CORINTH,MS,38834,ALCORN,34.93531309800005,-88.55982340599996,163.0,24.0,200.0,0.54,0.68,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1338834,2099,250009,1338834
FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,GENERAL ACUTE CARE,17100 EUCLID STREET,,FOUNTAIN VALLEY,CA,92708,ORANGE,33.71493477200004,-117.93596950999992,400.0,36.0,400.0,0.62,0.71,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13392708,421,050570,13392708
ARISE AUSTIN MEDICAL CENTER,GENERAL ACUTE CARE,3003 BEE CAVES ROAD,,AUSTIN,TX,78746,TRAVIS,30.270759647000038,-97.79596701899996,21.0,,21.0,0.12,,HCRIS-Total Staffed Beds,None,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,None,133978746,3827,450871,133978746
OLYMPIC MEDICAL CENTER,GENERAL ACUTE CARE,939 CAROLINE ST,,PORT ANGELES,WA,98362,CLALLAM,48.089553348000024,-123.11119594299996,78.0,19.0,126.0,0.53,0.6,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,134,4007,500072,134
WHITTIER REHABILITATION HOSPITAL,REHABILITATION,150 FLANDERS RD,,WESTBOROUGH,MA,1581,WORCESTER,42.27647967200004,-71.56784177699996,88.0,0.0,88.0,0.5288916562889165,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13401581,5374,222048,13401581
CENTRAL STATE HOSPITAL,PSYCHIATRIC,10510 LAGRANGE ROAD,,LOUISVILLE,KY,40223,JEFFERSON,38.272190960000046,-85.55809621999998,112.0,0.0,192.0,0.48050391389432484,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1340223,4829,184015,1340223
VA MEDICAL CENTER - PROVIDENCE,GENERAL ACUTE CARE,830 CHALKSTONE AVE,,PROVIDENCE,RI,2908,PROVIDENCE,41.83213908400006,-71.43314954499994,73.0,,73.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,13402908,207,,13402908
AUSTIN OAKS HOSPITAL,PSYCHIATRIC,1407 WEST STASSNEY LANE,,AUSTIN,TX,78745,TRAVIS,30.211595971000065,-97.79237579099998,80.0,0.0,80.0,0.6838013698630137,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,134078745,6101,454121,134078745
SOUTHWOOD PSYCHIATRIC HOSPITAL,PSYCHIATRIC,2575 BOYCE PLAZA ROAD,,PITTSBURGH,PA,15241,ALLEGHENY,40.321204,-80.11271699899999,60.0,,68.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,13415241,5691,,13415241
BAPTIST EMERGENCY HOSPITAL - THOUSAND OAKS,GENERAL ACUTE CARE,16088 SAN PEDRO,,SAN ANTONIO,TX,78232,BEXAR,29.58772294200002,-98.47345926499996,50.0,,50.0,0.14,,HCRIS-Total Staffed Beds,None,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,None,134178232,5880,670078,134178232
BON SECOURS MARY IMMACULATE HOSPITAL,GENERAL ACUTE CARE,2 BERNARDINE DRIVE,,NEWPORT NEWS,VA,23602,NEWPORT NEWS,37.144472623000055,-76.51167192499997,115.0,10.0,123.0,0.509684,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,13423602,3982,,13423602
BAYLOR INSTITUTE FOR REHABILITATION AT FORT WORTH,REHABILITATION,6601 HARRIS PARKWAY,,FORT WORTH,TX,76132,TARRANT,32.65421033600005,-97.41803837599994,42.0,0.0,42.0,0.4746249184605349,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HIFLD-BEDS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,134276132,,673035,134276132
FLORIDA HOSPITAL WAUCHULA,GENERAL ACUTE CARE,533 W CARLTON ST,NaN,WAUCHULA,FL,33873,HARDEE,27.535453274000076,-81.81696191099995,23.0,0.0,25.0,1.0,,FL AHCA 2020-05-07,FL AHCA 2020-05-07,HIFLD-BEDS,FL AHCA 2020-05-07,FL AHCA 2020-05-07,13433873,,,13433873
BAYLOR INSTITUTE FOR REHABILITATION AT FRISCO,REHABILITATION,2990 LEGACY DRIVE,,FRISCO,TX,75034,COLLIN,33.10295419200002,-96.84038652899994,44.0,0.0,44.0,0.6797011207970112,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,134375034,5859,673046,134375034
HEALTHSOUTH REHABILITATION HOSPITAL - NORTH,REHABILITATION,4100 AUSTIN PEAY,,MEMPHIS,TN,38128,SHELBY,35.237201303000056,-89.89194017799997,50.0,0.0,50.0,0.7490958904109589,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13438128,4894,443031,13438128
BUCYRUS COMMUNITY HOSPITAL,CRITICAL ACCESS,629 NORTH SANDUSKY AVENUE,,BUCYRUS,OH,44820,CRAWFORD,40.815339897000044,-82.97663212699997,25.0,6.0,25.0,0.33,0.31,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13444820,2894,361316,13444820
SOUTHERN INDIANA REHABILITATION HOSPITAL,REHABILITATION,3104 BLACKISTON BLVD,,NEW ALBANY,IN,47150,FLOYD,38.336701324000046,-85.79472170699995,34.0,0.0,34.0,0.6755141080822573,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13447150,5038,153037,13447150
BAYLOR SCOTT & WHITE MEDICAL CENTER - MCKINNEY,GENERAL ACUTE CARE,5252 WEST UNIVERSITY DRIVE,,MCKINNEY,TX,75071,COLLIN,33.220971613000074,-96.68260101999992,143.0,16.0,143.0,0.7,0.65,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,134475071,5865,670082,134475071
MARLETTE REGIONAL HOSPITAL,CRITICAL ACCESS,2770 MAIN STREET,,MARLETTE,MI,48453,SANILAC,43.332719413000056,-83.08102153899993,25.0,,25.0,0.24,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,13448453,1945,231330,13448453
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,GENERAL ACUTE CARE,110 NORTH POPLAR STREET,,OXFORD,OH,45056,BUTLER,39.51259615900005,-84.74153695999993,45.0,4.0,70.0,0.42,0.51,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1345056,2885,360046,1345056
LAKESIDE MEDICAL CENTER,GENERAL ACUTE CARE,129 EAST SIXTH AVENUE,,PINE CITY,MN,55063,PINE,45.82375708400007,-92.96437530899999,,,10.0,,,None,None,HIFLD-BEDS,None,None,13455063,,,13455063
COMMUNITY HOSPITAL NORTH,GENERAL ACUTE CARE,7150 CLEARVISTA DR,,INDIANAPOLIS,IN,46256,MARION,39.901116092000045,-86.04216309299993,280.0,24.0,280.0,0.81,0.68,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1346256,1261,150169,1346256
SSM REHABILITATION HOSPITAL AT ST. MARY'S HEALTH CENTER,REHABILITATION,1027 BELLEVUE AVENUE,3rd Floor,RICHMOND HEIGHTS,MO,63117,ST. LOUIS,38.63333088300004,-90.31269959799994,125.0,0.0,125.0,0.7586630136986301,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13463117,5736,263031,13463117
THE KANSAS REHABILITATION HOSPITAL,REHABILITATION,1504 SW 8TH AVENUE,,TOPEKA,KS,66606,SHAWNEE,39.05486809100006,-95.69476646699995,57.0,0.0,79.0,0.6375390531122327,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,13466606,5567,173025,13466606
CARROLLTON SPRINGS,PSYCHIATRIC,2225 PARKER ROAD,,CARROLLTON,TX,75010,DENTON,33.04591729200008,-96.86860720799996,78.0,0.0,78.0,0.7894625922023182,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,134675010,6059,454119,134675010
