,County,FileNumber,ProviderName,Bed Census,Available,Available Capacity,Total Staffed Bed Capacity,Matched Name,Matched Score,CCM_ID,CCM County
111,HILLSBOROUGH,110009,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL,218,35,13.83%,253,"FLORIDA HOSPITAL CARROLLWOOD, AdventHealth Carrollwood (FKA Florida Hospital Carrollwood), ADVENTHEALTH CARROLLWOOD",85.50000762939453,11133614.0,HILLSBOROUGH
112,HILLSBOROUGH,23960100,ST JOSEPHS HOSPITAL NORTH,114,3,2.56%,117,"ST JOSEPH'S HOSPITAL NORTH, , ",92.59260559082031,38833558.0,HILLSBOROUGH
113,HILLSBOROUGH,23960105,ST JOSEPHS HOSPITAL SOUTH,150,10,6.25%,160,"ST. JOSEPH'S HOSPITAL SOUTH, , ",90.90910339355469,36533578.0,HILLSBOROUGH
114,HILLSBOROUGH,23960113,ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER,51,9,15.00%,60,"ST JOSEPH'S HOSPITAL BEHAVIORAL HEALTH CENTER, St Josephs Hospital Behavioral Health Center, ",87.95455169677734,38733607.0,HILLSBOROUGH
115,HOLMES,100078,DOCTORS MEMORIAL HOSPITAL,12,8,40.00%,20,"DOCTORS MEMORIAL HOSPITAL, Doctors Memorial Hospital, DOCTORS MEMORIAL HOSPITAL",90.00000762939453,8132425.0,HOLMES
116,INDIAN RIVER,100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,201,110,35.37%,311,"INDIAN RIVER MEDICAL CENTER, Cleveland Clinic Indian River Hospital (FKA Indian River Medical Center), INDIAN RIVER MEMORIAL HOSPITA.L",90.00000762939453,17932960.0,INDIAN RIVER
117,INDIAN RIVER,100217,STEWARD SEBASTIAN RIVER MEDICAL CENTER,90,19,17.43%,109,"INDIAN RIVER MEDICAL CENTER, Cleveland Clinic Indian River Hospital (FKA Indian River Medical Center), INDIAN RIVER MEMORIAL HOSPITA.L",85.50000762939453,17932960.0,INDIAN RIVER
118,INDIAN RIVER,110017,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST,39,26,40.00%,65,"HEALTHSOUTH TREASURE COAST REHABILITATION, Encompass Health Rehabilitation Hospital of Treasure Coast (FKA Healthsouth of Treasure Coast), ENCOMPASS HEALTH REHABILITATION HOSP",90.00000762939453,16732960.0,INDIAN RIVER
119,JACKSON,100138,CAMPBELLTON-GRACEVILLE HOSPITAL,0,0,,0,"CAMPBELLTON-GRACEVILLE HOSPITAL, , ",95.38462829589844,5232440.0,JACKSON
120,JACKSON,100142,JACKSON HOSPITAL,72,19,20.88%,91,"JACKSON HOSPITAL, Jackson Hospital, JACKSON HOSPITAL  MARIANNA",90.00000762939453,18032446.0,JACKSON
121,LAKE,100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,210,15,6.67%,225,"SOUTH LAKE HOSPITAL, Orlando Health South Lake Hospital, SOUTH LAKE HOSPITAL",90.00000762939453,36834711.0,LAKE
122,LAKE,100057,ADVENTHEALTH WATERMAN,240,60,20.00%,300,"FLORIDA HOSPITAL WATERMAN, AdventHealth Waterman (FKA Florida Hospital Waterman), FLORIDA HOSPTIAL WATERMAN",90.00000762939453,13332778.0,LAKE
123,LAKE,100084,UF HEALTH LEESBURG HOSPITAL,252,80,24.10%,332,"LEESBURG REGIONAL MEDICAL CENTER, UF Health Leesburg Hospital (FKA Leesburg Regional Medical Center), LEESBURG REGIONAL MEDICAL CENTER",90.00000762939453,22434748.0,LAKE
124,LAKE,100214,UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER,6,15,71.43%,21,"LEESBURG REGIONAL MEDICAL CENTER, UF Health Leesburg Hospital (FKA Leesburg Regional Medical Center), LEESBURG REGIONAL MEDICAL CENTER",85.50000762939453,22434748.0,LAKE
125,LAKE,104018,LIFESTREAM BEHAVIORAL CENTER,44,2,4.35%,46,"LIFESTREAM BEHAVIORAL CENTER, LifeStream Behavioral Center, LIFESTREAM BEHAVIORAL CENTER",90.00000762939453,22834748.0,LAKE
126,LEE,100012,LEE MEMORIAL HOSPITAL,290,49,14.45%,339,"LEE MEMORIAL HOSPITAL, Lee Memorial Hospital, LEE MEMORIAL HOSPITAL",90.00000762939453,22233901.0,LEE
127,LEE,100107,LEHIGH REGIONAL MEDICAL CENTER,31,12,27.91%,43,"LEHIGH REGIONAL MEDICAL CENTER, Lehigh Regional Medical Center, LEHIGH REGIONAL",90.00000762939453,22733936.0,LEE
128,LEE,100220,GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM,407,55,11.90%,462,"GULF COAST MEDICAL CENTER LEE MEMORIAL H, Gulf Coast Medical Center, GULF COAST MEDICAL CENTER",85.50000762939453,14833912.0,LEE
129,LEE,100244,CAPE CORAL HOSPITAL,263,23,8.04%,286,"CAPE CORAL HOSPITAL, Cape Coral Hospital, CAPE CORAL HOSPITAL",90.00000762939453,5533990.0,LEE
130,LEE,120005,HEALTHPARK MEDICAL CENTER,365,84,18.71%,449,"HEALTHPARK MEDICAL CENTER, , ",94.33963012695312,15833908.0,LEE
131,LEE,23960103,PARK ROYAL HOSPITAL,102,12,10.53%,114,"PARK ROYAL HOSPITAL, Park Royal Hospital, PARK ROYAL HOSPITAL",90.00000762939453,30833908.0,LEE
132,LEE,23960107,SELECT SPECIALTY HOSPITAL-FORT MYERS,36,26,41.94%,62,"PROMISE HOSPITAL OF FORT MYERS, Select Specialty Hospital - Fort Myers (FKA Promise Hospital of Fort Myers), PROMISE HOSPITAL OF FORT MYERS",85.50000762939453,35933905.0,LEE
133,LEON,100135,TALLAHASSEE MEMORIAL HOSPITAL,434,53,10.88%,487,"TALLAHASSEE MEMORIAL HOSPITAL, Tallahassee Memorial HealthCare, TALLAHASSEE MEMORIAL HOSPITAL",90.00000762939453,39632308.0,LEON
134,LEON,100254,CAPITAL REGIONAL MEDICAL CENTER,235,35,12.96%,270,"CAPITAL REGIONAL MEDICAL CENTER, Capital Regional Medical Center, CAPITAL REGIONAL MEDICAL CENTER",90.00000762939453,5632308.0,LEON
135,LEON,110021,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE,38,22,36.67%,60,"HEALTHSOUTH REHABILITATION HOSPITAL OF TALLAHASSEE, Encompass Health Rehabilitation Hospital of Tallahassee (FKA Healthsouth Rehab of Tallahassee), ENCOMPASS HEALTH REHABILITATION HOSP",90.00000762939453,16432308.0,LEON
136,LEON,110044,EASTSIDE PSYCHIATRIC HOSPITAL,25,7,21.88%,32,"EASTSIDE PSYCHIATRIC HOSPITAL, Eastside Psychiatric Hospital, EASTSIDE PSYCHIATRIC HOSPITAL",90.00000762939453,8732308.0,LEON
137,LEON,23960059,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,36,12,25.00%,48,"SELECT SPECIALTY HOSPITAL - TALLAHASSEE, Select Specialty Hospital - Tallahassee, SSH -TALLAHASSEE  INC.",90.00000762939453,34032308.0,LEON
138,MADISON,100004,MADISON COUNTY MEMORIAL HOSPITAL,8,7,46.67%,15,"MADISON COUNTY MEMORIAL HOSPITAL, , ",95.52239990234375,23032340.0,MADISON
139,MANATEE,100035,MANATEE MEMORIAL HOSPITAL,275,20,6.78%,295,"MANATEE MEMORIAL HOSPITAL, Manatee Memorial Hospital, MANATEE MEMORIAL HOSPITAL",90.00000762939453,23534208.0,MANATEE
140,MANATEE,100213,BLAKE MEDICAL CENTER,222,28,11.20%,250,"BLAKE MEDICAL CENTER, Blake Medical Center, BLAKE MEDICAL CENTER",90.00000762939453,3434209.0,MANATEE
141,MANATEE,110028,CENTERSTONE OF FLORIDA,27,8,22.86%,35,"CENTERSTONE OF FLORIDA, Centerstone Bradenton (FKA Manatee Glens Hospital), CENTERSTONE OF FLORIDA  INC.",90.00000762939453,23234208.0,MANATEE
142,MANATEE,110049,SUNCOAST BEHAVIORAL HEALTH CENTER,41,19,31.67%,60,"SUNCOAST BEHAVIORAL HEALTH CENTER, Suncoast Behavioral Health Center, SUNCOAST BEHAVIORAL HEALTH CENTER",90.00000762939453,23634210.0,MANATEE
143,MANATEE,23960046,LAKEWOOD RANCH MEDICAL CENTER,93,18,16.22%,111,"LAKEWOOD RANCH MEDICAL CENTER, Lakewood Ranch Medical Center, LAKEWOOD RANCH MEDICAL CENTER",90.00000762939453,21734202.0,MANATEE
144,MARION,100062,ADVENTHEALTH OCALA,247,13,5.00%,260,"MUNROE REGIONAL MEDICAL CENTER, AdventHealth Ocala (FKA Florida Hospital Ocala), MUNROE REGIONAL HEALTH SYSTEM INC.",90.00000762939453,27534471.0,MARION
145,MARION,100212,OCALA REGIONAL MEDICAL CENTER,254,2,0.78%,256,"OCALA REGIONAL MEDICAL CENTER, Ocala Regional Medical Center, ",90.00000762939453,29034474.0,MARION
146,MARION,23960039,WEST MARION COMMUNITY HOSPITAL,172,14,7.53%,186,"WEST MARION COMMUNITY HOSPITAL, , ",95.23810577392578,42534474.0,MARION
147,MARION,23960060,KINDRED HOSPITAL OCALA,16,0,0.00%,16,"KINDRED HOSPITAL OCALA, Kindred Hospital Ocala, ",90.00000762939453,19834474.0,MARION
148,MARION,23960073,THE VINES HOSPITAL,65,33,33.67%,98,"VINES HOSPITAL, The Vines Hospital, THE VINES HOSPITAL",90.00000762939453,41734474.0,MARION
149,MARION,23960109,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,41,29,41.43%,70,"HEALTHSOUTH REHABILITATION HOSPITAL OF OCALA, Encompass Health Rehabilitation Hospital of Ocala (FKA HealthSouth Rehabilitation Hospital of Ocala), ENCOMPASS HEALTH REHABILITATION HOSP",90.00000762939453,36334471.0,MARION
150,MARTIN,100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,126,120,48.78%,246,"MARTIN MEMORIAL MEDICAL CENTER, Cleveland Clinic Martin North Hospital (FKA Martin Medical Center), MARTIN MEDICAL CENTER",90.00000762939453,23934994.0,MARTIN
151,MARTIN,120009,CLEVELAND CLINIC MARTIN SOUTH HOSPITAL,65,35,35.00%,100,"HEALTHSOUTH REHABILITATION HOSPITAL AT MARTIN HEALTH, Encompass Health Rehabilitation Hospital at Martin Health (FKA HealthSouth Rehabilitation Hospital at Martin Health), ENCOMPASS HEALTH REHABILITATION HOSP",85.50000762939453,36634997.0,MARTIN
152,MARTIN,23960112,ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH,64,0,0.00%,64,"CORAL SHORES BEHAVIORAL HEALTH, Coral Shores Behavioral Health, CORAL SHORES BEHAVIORAL HEALTH",85.50000762939453,167934997.0,MARTIN
153,MARTIN,23960125,CORAL SHORES BEHAVIORAL HEALTH,17,61,78.21%,78,"CORAL SHORES BEHAVIORAL HEALTH, Coral Shores Behavioral Health, CORAL SHORES BEHAVIORAL HEALTH",90.00000762939453,167934997.0,MARTIN
154,MIAMI-DADE,100008,BAPTIST HOSPITAL OF MIAMI,658,109,14.21%,767,"BAPTIST HOSPITAL OF MIAMI, Baptist Hospital, BAPTIST HOSPITAL",90.00000762939453,1333176.0,MIAMI-DADE
155,MIAMI-DADE,100009,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER,356,32,8.25%,388,"HEALTHSOUTH REHABILITATION HOSPITAL OF MIAMI, Encompass Health Rehabilitation Hospital of Miami (FKA Healthsouth Rehab Hospital of Miami), ENCOMPASS HEALTH REHABILITATION HOSP",85.50000762939453,16133189.0,MIAMI-DADE
156,MIAMI-DADE,100020,DOCTORS HOSPITAL,128,5,3.76%,133,"DOCTORS HOSPITAL, Doctors Hospital, DOCTORS HOSPITAL",90.00000762939453,7633146.0,MIAMI-DADE
157,MIAMI-DADE,100022,JACKSON MEMORIAL HOSPITAL,1222,393,24.33%,1615,"JACKSON MEMORIAL HOSPITAL, Jackson Memorial Hospital, JACKSON MEMORIAL",90.00000762939453,18433136.0,MIAMI-DADE
158,MIAMI-DADE,100029,NORTH SHORE MEDICAL CENTER,224,54,19.42%,278,"NORTH SHORE MEDICAL CENTER, North Shore Medical Center, NORTH SHORE MEDICAL CENTER AND FMC C",90.00000762939453,28133150.0,MIAMI-DADE
159,MIAMI-DADE,100034,MOUNT SINAI MEDICAL CENTER,420,125,22.94%,545,"MOUNT SINAI MEDICAL CENTER, Mount Sinai Medical Center (FL), MT. SINAI MEDICAL CENTER",90.00000762939453,27333140.0,MIAMI-DADE
160,MIAMI-DADE,100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,148,38,20.43%,186,"LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS, Larkin Community Hospital - Palm Springs Campus (FKA Palm Springs General Hospital), LARKIN HOSP PALM SPRINGS CAMPUS  LLC",90.00000762939453,30133012.0,MIAMI-DADE
161,MIAMI-DADE,100053,HIALEAH HOSPITAL,202,41,16.87%,243,"HIALEAH HOSPITAL, Hialeah Hospital, HIALEAH HOSPITAL",90.00000762939453,17133013.0,MIAMI-DADE
162,MIAMI-DADE,100061,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",320,164,33.88%,484,"HEALTHSOUTH REHABILITATION HOSPITAL OF MIAMI, Encompass Health Rehabilitation Hospital of Miami (FKA Healthsouth Rehab Hospital of Miami), ENCOMPASS HEALTH REHABILITATION HOSP",85.50000762939453,16133189.0,MIAMI-DADE
163,MIAMI-DADE,100076,VARIETY CHILDREN'S HOSPITAL,0,0,,0,"BAPTIST HOSPITAL OF MIAMI, Baptist Hospital, BAPTIST HOSPITAL",85.50000762939453,1333176.0,MIAMI-DADE
164,MIAMI-DADE,100079,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,32,8,20.00%,40,"UNIVERSITY OF MIAMI HOSPITAL AND CLINICS, Sylvester Comprehensive Cancer Center, UNIVERSITY OF MIAMI HOSP & CLINICS",87.18750762939453,41233136.0,MIAMI-DADE
165,MIAMI-DADE,100114,JACKSON NORTH MEDICAL CENTER,260,39,13.04%,299,"JACKSON NORTH MEDICAL CENTER, , ",94.91526794433594,18633169.0,MIAMI-DADE
166,MIAMI-DADE,100125,HOMESTEAD HOSPITAL,143,12,7.74%,155,"HOMESTEAD HOSPITAL, Homestead Hospital, HOMESTEAD HOSPITAL",90.00000762939453,17733033.0,MIAMI-DADE
167,MIAMI-DADE,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,337,64,15.96%,401,"AVENTURA HOSPITAL AND MEDICAL CENTER, Aventura Hospital and Medical Center, AVENTURA HOSPITAL AND MED CTR",90.00000762939453,933180.0,MIAMI-DADE
168,MIAMI-DADE,100152,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,55,6,9.84%,61,"KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES, , ",96.62922668457031,20433134.0,MIAMI-DADE
169,MIAMI-DADE,100154,SOUTH MIAMI HOSPITAL,364,81,18.20%,445,"SOUTH MIAMI HOSPITAL, South Miami Hospital, SOUTH MIAMI HOSPITAL",90.00000762939453,36933143.0,MIAMI-DADE
170,MIAMI-DADE,100165,WESTCHESTER GENERAL HOSPITAL,74,14,15.91%,88,"WESTCHESTER GENERAL HOSPITAL, Westchester General Hospital, WESTCHESTER GENERAL HOSPITAL",90.00000762939453,42733155.0,MIAMI-DADE
171,MIAMI-DADE,100181,LARKIN COMMUNITY HOSPITAL,108,27,20.00%,135,"LARKIN COMMUNITY HOSPITAL, Larkin Community Hospital - South Miami Campus, LARKIN COMMUNITY HOSPITAL",90.00000762939453,22033143.0,MIAMI-DADE
172,MIAMI-DADE,100183,CORAL GABLES HOSPITAL,113,14,11.02%,127,"CORAL GABLES HOSPITAL, Coral Gables Hospital, CORAL GABLES HOSPITAL",90.00000762939453,7033134.0,MIAMI-DADE
173,MIAMI-DADE,100187,PALMETTO GENERAL HOSPITAL,288,132,31.43%,420,"PALMETTO GENERAL HOSPITAL, Palmetto General Hospital, PALMETTO GENERAL HOSPITAL",90.00000762939453,30233016.0,MIAMI-DADE
174,MIAMI-DADE,100197,DOUGLAS GARDENS HOSPITAL,12,20,62.50%,32,"DOUGLAS GARDENS HOSPITAL, Douglas Gardens Hospital (AKA Miami Jewish Health Systems), MIAMI JEWISH HEALTH SYSTEMS  INC.",90.00000762939453,8333137.0,MIAMI-DADE
175,MIAMI-DADE,100208,JACKSON SOUTH MEDICAL CENTER,212,32,13.11%,244,"JACKSON NORTH MEDICAL CENTER, , ",88.13560485839844,18633169.0,MIAMI-DADE
176,MIAMI-DADE,100209,KENDALL REGIONAL MEDICAL CENTER,374,74,16.52%,448,"KENDALL REGIONAL MEDICAL CENTER, Kendall Regional Medical Center, KENDALL REGIONAL MEDICAL CENTER",90.00000762939453,19633175.0,MIAMI-DADE
177,MIAMI-DADE,100240,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,0,0,,0,"HEALTHSOUTH REHABILITATION HOSPITAL OF MIAMI, Encompass Health Rehabilitation Hospital of Miami (FKA Healthsouth Rehab Hospital of Miami), ENCOMPASS HEALTH REHABILITATION HOSP",85.50000762939453,16133189.0,MIAMI-DADE
178,MIAMI-DADE,103004,ST CATHERINE'S REHABILITATION HOSPITAL,8,14,63.64%,22,"ST CATHERINE'S WEST REHABILITATION HOSPITAL, , ",90.47620391845703,38233018.0,MIAMI-DADE
179,MIAMI-DADE,103038,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,28,32,53.33%,60,"HEALTHSOUTH REHABILITATION HOSPITAL OF MIAMI, Encompass Health Rehabilitation Hospital of Miami (FKA Healthsouth Rehab Hospital of Miami), ENCOMPASS HEALTH REHABILITATION HOSP",90.00000762939453,16133189.0,MIAMI-DADE
180,MIAMI-DADE,110040,SOUTHERN WINDS,70,2,2.78%,72,"SOUTHERN WINDS HOSPITAL, Southern Winds Hospital, SOUTHERN WINDS HEALTH",90.00000762939453,37433012.0,MIAMI-DADE
181,MIAMI-DADE,110041,WEST GABLES REHABILITATION HOSPITAL,57,0,0.00%,57,"WEST GABLES REHABILITATION HOSPITAL, West Gables Rehabilitation Hospital, WEST GABLES REHABILITATION HOSPITAL",90.00000762939453,42333155.0,MIAMI-DADE
182,MIAMI-DADE,110199,NICKLAUS CHILDREN'S HOSPITAL,178,42,19.09%,220,"NICKLAUS CHILDREN'S HOSPITAL, Nicklaus Childrens Hospital (AKA Nicklaus Childrens Health System), MIAMI CHILDRENS HOSPITAL",90.00000762939453,26633155.0,MIAMI-DADE
183,MIAMI-DADE,120014,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,192,0,0.00%,192,"SOUTH FLORIDA EVALUATION AND TREATMENT CENTER, South Florida Evaluation & Treatment Center, ",90.00000762939453,36633034.0,MIAMI-DADE
184,MIAMI-DADE,23960028,SELECT SPECIALTY HOSPITAL-MIAMI,39,8,17.02%,47,"SELECT SPECIALTY HOSPITAL-MIAMI, Select Specialty Hospital - Miami, ",90.00000762939453,34733128.0,MIAMI-DADE
185,MIAMI-DADE,23960064,WEST KENDALL BAPTIST HOSPITAL,141,14,9.03%,155,"WEST KENDALL BAPTIST HOSPITAL, West Kendall Baptist Hospital, WEST KENDALL BAPTIST HOSPITAL",90.00000762939453,42433196.0,MIAMI-DADE
186,MIAMI-DADE,23960094,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,57,3,5.00%,60,"SELECT SPECIALTY HOSPITAL-MIAMI, Select Specialty Hospital - Miami, ",85.50000762939453,34733128.0,MIAMI-DADE
187,MIAMI-DADE,23960097,ST CATHERINE'S WEST REHABILITATION HOSPITAL,18,22,55.00%,40,"ST CATHERINE'S WEST REHABILITATION HOSPITAL, , ",96.62922668457031,38233018.0,MIAMI-DADE
188,MONROE,100024,FISHERMEN'S COMMUNITY HOSPITAL,0,4,100.00%,4,"FISHERMEN'S HOSPITAL, Fishermens Community Hospital, FISHERMENS HOSPITAL",87.00000762939453,9733050.0,MONROE
189,MONROE,100150,DEPOO HOSPITAL,19,4,17.39%,23,"DEPOO HOSPITAL, , ",90.32259368896484,7333040.0,MONROE
190,MONROE,100160,MARINERS HOSPITAL,20,5,20.00%,25,"MARINERS HOSPITAL, Mariners Hospital, MARINERS HOSPITAL",90.00000762939453,23733070.0,MONROE
191,MONROE,100195,LOWER KEYS MEDICAL CENTER,57,13,18.57%,70,"LOWER KEYS MEDICAL CENTER, Lower Keys Medical Center, LOWER KEYS MEDICAL CENTER",90.00000762939453,22933040.0,MONROE
192,NASSAU,100140,BAPTIST MEDICAL CENTER NASSAU,54,19,26.03%,73,"BAPTIST MEDICAL CENTER - NASSAU, Baptist Medical Center Nassau, BAPTIST MEDICAL CTR-NASSAU",85.50000762939453,1732034.0,NASSAU
193,OKALOOSA,100054,TWIN CITIES HOSPITAL,39,4,9.30%,43,"TWIN CITIES HOSPITAL, Twin Cities Hospital, TWIN CITIES HOSPITAL",90.00000762939453,40632578.0,OKALOOSA
194,OKALOOSA,100122,NORTH OKALOOSA MEDICAL CENTER,66,47,41.59%,113,"NORTH OKALOOSA MEDICAL CENTER, North Okaloosa Medical Center, NORTH OKALOOSA MEDICAL CENTER",90.00000762939453,27932539.0,OKALOOSA
195,OKALOOSA,100223,FORT WALTON BEACH MEDICAL CENTER,232,13,5.31%,245,"FORT WALTON BEACH MEDICAL CENTER, Fort Walton Beach Medical Center, FORT WALTON BEACH MEDICAL CTR",90.00000762939453,13932547.0,OKALOOSA
196,OKALOOSA,111520,GULF COAST TREATMENT CENTER,28,0,0.00%,28,"GULF COAST TREATMENT CENTER, Gulf Coast Treatment Center, ",90.00000762939453,14932547.0,OKALOOSA
197,OKALOOSA,23960106,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",17,13,43.33%,30,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, , ",95.91838073730469,32832541.0,OKALOOSA
198,OKEECHOBEE,100252,RAULERSON HOSPITAL,59,41,41.00%,100,"RAULERSON HOSPITAL, Raulerson Hospital, RAULERSON HOSPITAL",90.00000762939453,32334972.0,OKEECHOBEE
199,ORANGE,100006,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,635,159,20.03%,794,"ORLANDO REGIONAL MEDICAL CENTER, Orlando Health Orlando Regional Medical Center, ORLANDO HEALTH",90.00000762939453,29332806.0,ORANGE
200,ORANGE,100007,ADVENTHEALTH ORLANDO,988,344,25.83%,1332,"FLORIDA HOSPITAL ORLANDO, AdventHealth Orlando (FKA Florida Hospital Orlando), ADVENTHEALTH ORLANDO",90.00000762939453,10232803.0,ORANGE
201,ORANGE,100021,ADVENTHEALTH EAST ORLANDO,255,40,13.56%,295,"HEALTH CENTRAL, Orlando Health - Health Central Hospital, HEALTH CENTRAL",85.50000762939453,15534761.0,ORANGE
202,ORANGE,100030,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,235,8,3.29%,243,"HEALTH CENTRAL, Orlando Health - Health Central Hospital, HEALTH CENTRAL",90.00000762939453,15534761.0,ORANGE
203,ORANGE,100129,ASPIRE HEALTH PARTNERS,33,0,0.00%,33,"ASPIRE HEALTH PARTNERS INC, , ASPIRE HEALTH PARTNERS INC",90.00000762939453,21532808.0,ORANGE
204,ORANGE,100162,ADVENTHEALTH WINTER PARK,173,170,49.56%,343,"FLORIDA HOSPITAL ORLANDO, AdventHealth Orlando (FKA Florida Hospital Orlando), ADVENTHEALTH ORLANDO",85.50000762939453,10232803.0,ORANGE
205,ORANGE,110047,UNIVERSITY BEHAVIORAL CENTER,81,39,32.50%,120,"UNIVERSITY BEHAVIORAL CENTER, University Behavioral Center, UNIVERSITY BEHAVIORAL CENTER",90.00000762939453,40732826.0,ORANGE
206,ORANGE,110051,LA AMISTAD RESIDENTIAL TREATMENT CENTER,27,0,0.00%,27,"LA AMISTAD RESIDENTIAL TREATMENT CENTER, , ",96.29630279541016,20732751.0,ORANGE
207,ORANGE,120001,ARNOLD PALMER MEDICAL CENTER,324,133,29.10%,457,"OLANDO VA MEDICAL CENTER, Orlando VA Medical Center, ",85.50000762939453,181032827.0,ORANGE
208,ORANGE,120002,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,260,12,4.41%,272,"HEALTH CENTRAL, Orlando Health - Health Central Hospital, HEALTH CENTRAL",85.50000762939453,15534761.0,ORANGE
209,ORANGE,120003,ADVENTHEALTH APOPKA,110,10,8.33%,120,"FLORIDA HOSPITAL ORLANDO, AdventHealth Orlando (FKA Florida Hospital Orlando), ADVENTHEALTH ORLANDO",85.50000762939453,10232803.0,ORANGE
210,ORANGE,23960043,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),28,7,20.00%,35,"FLORIDA HOSPITAL APOPKA, , ",85.50000762939453,10832703.0,ORANGE
211,ORANGE,23960068,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),58,6,9.38%,64,"SELECT SPECIALTY HOSPITAL - ORLANDO SOUTH, , ",89.36170959472656,34332809.0,ORANGE
212,ORANGE,23960083,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,125,0,0.00%,125,"CENTRAL FLORIDA BEHAVIORAL HOSPITAL, Central Florida Behavioral Hospital, CENTRAL FLORIDA BEHAVIORAL HEALTH",90.00000762939453,5932821.0,ORANGE
213,ORANGE,23960096,NEMOURS CHILDREN'S HOSPITAL,84,5,5.62%,89,"NEMOURS CHILDREN'S HOSPITAL, Nemours Childrens Hospital, NEMOURS CHILDRENS HOSPITAL",90.00000762939453,82232827.0,ORANGE
214,OSCEOLA,100074,ST CLOUD REGIONAL MEDICAL CENTER,62,39,38.61%,101,"ST CLOUD REGIONAL MEDICAL CENTER, St Cloud Regional Medical Center, ST. CLOUD REGIONAL MEDICAL CENTER",90.00000762939453,38334769.0,OSCEOLA
215,OSCEOLA,100089,ADVENTHEALTH KISSIMMEE,146,39,21.08%,185,"FLORIDA HOSPITAL KISSIMMEE, , ",54.90196990966797,12434744.0,OSCEOLA
216,OSCEOLA,100110,OSCEOLA REGIONAL MEDICAL CENTER,340,83,19.62%,423,"OSCEOLA REGIONAL MEDICAL CENTER, Osceola Regional Medical Center, OSCEOLA REGIONAL MEDICAL CENTER",90.00000762939453,29834741.0,OSCEOLA
217,OSCEOLA,23960017,ADVENTHEALTH CELEBRATION,172,145,45.74%,317,"FLORIDA HOSPITAL CELEBRATION HEALTH, , ",85.50000762939453,11434747.0,OSCEOLA
218,OSCEOLA,23960111,POINCIANA MEDICAL CENTER,73,3,3.95%,76,"POINCIANA MEDICAL CENTER, Poinciana Medical Center, POINCIANA MEDICAL CENTER",90.00000762939453,36034758.0,OSCEOLA
219,OSCEOLA,23960129,BLACKBERRY CENTER,61,3,4.69%,64,"BLACKBERRY CENTER, The Blackberry Center, OGLETHORPE OF ORLANDO  INC.",90.00000762939453,178234769.0,OSCEOLA
220,PALM BEACH,100002,BETHESDA HOSPITAL EAST,285,105,26.92%,390,"BETHESDA HOSPITAL WEST, Bethesda Hospital West, ",85.90910339355469,35733472.0,PALM BEACH
221,PALM BEACH,100010,ST MARY'S MEDICAL CENTER,385,144,27.22%,529,"ST MARY'S MEDICAL CENTER, St Marys Medical Center, ST MARYS MEDICAL CENTER",90.00000762939453,39133407.0,PALM BEACH
222,PALM BEACH,100080,JFK MEDICAL CENTER,371,192,34.10%,563,"JFK MEDICAL CENTER, JFK Medical Center, JFK MEDICAL CENTER",90.00000762939453,19233462.0,PALM BEACH
223,PALM BEACH,100130,LAKESIDE MEDICAL CENTER,27,43,61.43%,70,"LAKESIDE MEDICAL CENTER, Lakeside Medical Center, LAKESIDE MEDICAL CENTER",90.00000762939453,21633430.0,PALM BEACH
